0,Q,0
1,Q,0
2,Q,0
3,Q,0
4,Q,0
5,Q,0
6,Q,0
7,Q,0
8,Q,0
9,Q,0
10,Q,0
11,Q,0
12,Q,0
13,Q,0
14,Q,0
15,Q,0
16,Q,0
17,Q,0
18,Q,0
19,Q,0
20,Q,0
21,Q,0
22,Q,0
23,Q,0
24,Q,0
25,Q,0
26,Q,0
27,Q,0
28,Q,0
29,Q,0
30,Q,0
31,Q,0
32,Q,0
33,Q,0
34,Q,0
35,Q,0
36,Q,0
37,Q,0
38,Q,0
39,Q,0
40,Q,0
41,Q,0
42,Q,0
43,Q,0
44,Q,0
45,Q,0
46,Q,0
47,Q,0
48,Q,0
49,Q,0
50,Q,0
51,Q,0
52,Q,0
53,Q,0
54,Q,0
55,Q,0
56,Q,0
57,Q,0
58,Q,0
59,Q,0
60,Q,0
61,Q,0
62,Q,0
63,Q,0
64,Q,0
65,Q,0
66,Q,0
67,Q,0
68,Q,0
69,Q,0
70,Q,0
71,Q,0
72,Q,0
73,Q,0
74,Q,0
75,Q,0
76,Q,0
77,Q,0
78,Q,0
79,Q,0
80,Q,0
81,Q,0
82,Q,0
83,Q,0
84,Q,0
85,Q,0
86,Q,0
87,Q,0
88,Q,0
89,Q,0
90,Q,0
91,Q,0
92,Q,0
93,Q,0
94,Q,0
95,Q,0
96,Q,0
97,Q,0
98,Q,0
99,Q,0
100,Q,0
101,Q,0
102,Q,0
103,Q,0
104,Q,0
105,Q,0
106,Q,0
107,Q,0
108,Q,0
109,Q,0
110,Q,0
111,Q,0
112,Q,0
113,Q,0
114,Q,0
115,Q,0
116,Q,0
117,Q,0
118,Q,0
119,Q,0
120,Q,0
121,Q,0
122,Q,0
123,Q,0
124,Q,0
125,Q,0
126,Q,0
127,Q,0
128,Q,0
129,Q,0
130,Q,0
131,Q,0
132,Q,0
133,Q,0
134,Q,0
135,Q,0
136,Q,0
137,Q,0
138,Q,0
139,Q,0
140,Q,0
